stack_nr;Cb;Cr;Cb_out;Cr_out;P_stack;U_stack;h_b_stack;Ru_stack;SE;SE_out
1.0;1849.2302126449906;250.76978735500944;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.07538489367750469;0.1826321778141902
1.0;1845.2216245693771;254.7783754306229;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.07738918771531143;0.1826321778141902
1.0;1841.2461275643418;258.75387243565825;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.0793769362178291;0.1826321778141902
1.0;1837.3031244351407;262.69687556485934;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.08134843778242964;0.1826321778141902
1.0;1833.3920378432751;266.60796215672485;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.08330398107836243;0.1826321778141902
1.0;1829.5123087036475;270.4876912963525;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.08524384564817626;0.1826321778141902
1.0;1825.6633958935038;274.3366041064962;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.08716830205324812;0.1826321778141902
1.0;1821.8447754071315;278.1552245928686;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.08907761229643427;0.1826321778141902
1.0;1818.0559389418322;281.94406105816773;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.0909720305290839;0.1826321778141902
1.0;1814.2963933906385;285.70360660936166;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.09285180330468075;0.1826321778141902
1.0;1810.5656607469398;289.4343392530604;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.09471716962653011;0.1826321778141902
1.0;1806.8632776674306;293.1367223325696;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.09656836116628471;0.1826321778141902
1.0;1803.1887944238772;296.8112055761228;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.0984056027880614;0.1826321778141902
1.0;1799.5417748485206;300.45822515147944;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.10022911257573969;0.1826321778141902
1.0;1795.9217947146187;304.07820528538144;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.10203910264269064;0.1826321778141902
1.0;1792.3284408956395;307.67155910436065;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.10383577955218028;0.1826321778141902
1.0;1788.761312649622;311.23868735037814;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.10561934367518905;0.1826321778141902
1.0;1785.2200205491513;314.77997945084877;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.10738998972542435;0.1826321778141902
1.0;1781.704185539936;318.2958144600643;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.10914790723003205;0.1826321778141902
1.0;1778.21343824375;321.7865617562501;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.11089328087812499;0.1826321778141902
1.0;1774.7474195146876;325.25258048531254;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.11262629024265618;0.1826321778141902
1.0;1771.3057797239596;328.6942202760405;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.11434711013802018;0.1826321778141902
1.0;1767.8881782425253;332.11182175747484;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.11605591087873733;0.1826321778141902
1.0;1764.4942829728873;335.5057170271128;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.11775285851355637;0.1826321778141902
1.0;1761.123770396153;338.8762296038469;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.11943811480192346;0.1826321778141902
1.0;1757.7763251526278;342.22367484737237;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1211118374236861;0.1826321778141902
1.0;1754.4516396451454;345.5483603548547;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.12277418017742729;0.1826321778141902
1.0;1751.1494136454157;348.85058635458444;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.12442529317729213;0.1826321778141902
1.0;1747.869354304782;352.13064569521805;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.12606532284760896;0.1826321778141902
1.0;1744.611175819759;355.3888241802412;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.12769441209012053;0.1826321778141902
1.0;1741.3745991180842;358.625400881916;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.12931270044095788;0.1826321778141902
1.0;1738.1593515243771;361.840648475623;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.13092032423781144;0.1826321778141902
1.0;1734.9651667576775;365.03483324232286;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.13251741662116126;0.1826321778141902
1.0;1731.7917846587904;368.20821534120984;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.13410410767060477;0.1826321778141902
1.0;1728.6389509083172;371.3610490916829;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.13568052454584142;0.1826321778141902
1.0;1725.506416734162;374.49358326583814;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.13724679163291897;0.1826321778141902
1.0;1722.3939389977966;377.60606100220355;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1388030305011017;0.1826321778141902
1.0;1719.3012799372364;380.6987200627638;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.14034936003138182;0.1826321778141902
1.0;1716.2282070200222;383.771792979978;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.14188589648998892;0.1826321778141902
1.0;1713.1744927179873;386.8255072820128;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.14341275364100636;0.1826321778141902
1.0;1710.1399139230753;389.8600860769247;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.14493004303846238;0.1826321778141902
1.0;1707.1242524020226;392.87574759797747;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.14643787379898868;0.1826321778141902
1.0;1704.1272945265582;395.8727054734418;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1479363527367209;0.1826321778141902
1.0;1701.148831107332;398.8511688926681;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.14942558444633403;0.1826321778141902
1.0;1698.1886572655235;401.8113427344767;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.15090567136723826;0.1826321778141902
1.0;1695.2465720118648;404.75342798813523;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.15237671399406758;0.1826321778141902
1.0;1692.3223784039849;407.67762159601523;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.15383881079800757;0.1826321778141902
1.0;1689.4158834774832;410.584116522517;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1552920582612584;0.1826321778141902
1.0;1686.5268980757096;413.4731019242906;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1567365509621452;0.1826321778141902
1.0;1683.6552367560341;416.3447632439662;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.15817238162198294;0.1826321778141902
1.0;1680.8007175143744;419.1992824856258;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1595996412428128;0.1826321778141902
1.0;1677.963161724904;422.0368382750963;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.161018419137548;0.1826321778141902
1.0;1675.142394229488;424.85760577051224;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.16242880288525602;0.1826321778141902
1.0;1672.3382431566142;427.66175684338594;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1638308784216929;0.1826321778141902
1.0;1669.550539841644;430.44946015835643;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.165224730079178;0.1826321778141902
1.0;1666.7791186810105;433.2208813189899;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.16661044065949476;0.1826321778141902
1.0;1664.0238169456102;435.97618305439016;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1679880915271949;0.1826321778141902
1.0;1661.2844749206265;438.71552507937383;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.16935776253968673;0.1826321778141902
1.0;1658.5609357527367;441.4390642472636;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.17071953212363167;0.1826321778141902
1.0;1655.8530453778117;444.1469546221886;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.17207347731109415;0.1826321778141902
1.0;1653.1606524350761;446.83934756492425;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.17341967378246192;0.1826321778141902
1.0;1650.4836080751138;449.5163919248866;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1747581959624431;0.1826321778141902
1.0;1647.8217660552834;452.17823394471696;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1760891169723583;0.1826321778141902
1.0;1645.17498264663;454.8250173533704;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.17741250867668498;0.1826321778141902
1.0;1642.5431165612167;457.4568834387837;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.17872844171939165;0.1826321778141902
1.0;1639.9260288935675;460.07397110643285;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.18003698555321626;0.1826321778141902
1.0;1637.3235829701175;462.6764170298827;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.18133820851494126;0.1826321778141902
1.0;1634.7356443716196;465.26435562838066;1634.7356443716196;465.26435562838066;186498.34281355876;2707.944999837321;0.0002;38.86272477528552;0.1826321778141902;0.1826321778141902
2.0;1634.7356443716196;465.26435562838066;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.1826321778141902;0.3025944092935192
2.0;1631.4825023997666;468.5174976002338;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.18425874880011667;0.3025944092935192
2.0;1628.2519186599518;471.7480813400488;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.1858740406700241;0.3025944092935192
2.0;1625.0436605510356;474.95633944896485;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.1874781697244822;0.3025944092935192
2.0;1621.857455689489;478.14254431051165;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.18907127215525554;0.3025944092935192
2.0;1618.6930759254665;481.306924074534;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.19065346203726677;0.3025944092935192
2.0;1615.550286182943;484.4497138170574;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.19222485690852853;0.3025944092935192
2.0;1612.4288548053917;487.57114519460873;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.19378557259730417;0.3025944092935192
2.0;1609.3285546593268;490.6714453406736;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.1953357226703366;0.3025944092935192
2.0;1606.2491629993185;493.7508370006819;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.19687541850034074;0.3025944092935192
2.0;1603.1904609789904;496.80953902101;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.1984047695105048;0.3025944092935192
2.0;1600.152233839895;499.84776616010544;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.19992388308005252;0.3025944092935192
2.0;1597.13427107553;502.86572892447055;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.201432864462235;0.3025944092935192
2.0;1594.136364865591;505.8636351344095;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.20293181756720446;0.3025944092935192
2.0;1591.1583127926942;508.84168720730617;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2044208436036529;0.3025944092935192
2.0;1588.1999150631466;511.8000849368538;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2059000424684267;0.3025944092935192
2.0;1585.260974595745;514.7390254042556;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2073695127021275;0.3025944092935192
2.0;1582.3412985076143;517.6587014923863;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.20882935074619285;0.3025944092935192
2.0;1579.4406968033738;520.559303196627;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.21027965159831308;0.3025944092935192
2.0;1576.5589828837171;523.4410171162834;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.21172050855814142;0.3025944092935192
2.0;1573.6959734074594;526.3040265925413;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2131520132962703;0.3025944092935192
2.0;1570.8514876321776;529.148512367823;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.21457425618391118;0.3025944092935192
2.0;1568.0253482361861;531.9746517638143;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.21598732588190694;0.3025944092935192
2.0;1565.2173804378472;534.7826195621534;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2173913097810764;0.3025944092935192
2.0;1562.4274122093016;537.572587790699;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2187862938953492;0.3025944092935192
2.0;1559.655274634781;540.3447253652192;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.22017236268260945;0.3025944092935192
2.0;1556.9008015395727;543.0991984604277;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.22154959923021364;0.3025944092935192
2.0;1554.1638293846372;545.8361706153634;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2229180853076814;0.3025944092935192
2.0;1551.4441971181452;548.5558028818555;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2242779014409274;0.3025944092935192
2.0;1548.7417460267986;551.2582539732019;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.22562912698660068;0.3025944092935192
2.0;1546.056319739075;553.9436802609256;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2269718401304625;0.3025944092935192
2.0;1543.387764070975;556.6122359290256;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2283061179645125;0.3025944092935192
2.0;1540.7359269163162;559.2640730836845;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2296320365418419;0.3025944092935192
2.0;1538.1006584803324;561.8993415196682;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2309496707598338;0.3025944092935192
2.0;1535.4818124376382;564.5181875623623;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.23225909378118093;0.3025944092935192
2.0;1532.8792439426895;567.1207560573112;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.23356037802865523;0.3025944092935192
2.0;1530.2928101092075;569.7071898907931;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.23485359494539626;0.3025944092935192
2.0;1527.722370061383;572.2776299386177;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.23613881496930855;0.3025944092935192
2.0;1525.1677849057128;574.832215094288;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.23741610754714362;0.3025944092935192
2.0;1522.6289180594974;577.3710819405032;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.23868554097025127;0.3025944092935192
2.0;1520.105634768449;579.894365231552;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.23994718261577555;0.3025944092935192
2.0;1517.597802078149;582.4021979218519;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.24120109896092548;0.3025944092935192
2.0;1515.105288854903;584.8947111450977;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.24244735557254854;0.3025944092935192
2.0;1512.6279657385;587.3720342615005;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.24368601713074997;0.3025944092935192
2.0;1510.1657053049487;589.8342946950518;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.24491714734752565;0.3025944092935192
2.0;1507.7183818823992;592.2816181176013;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.24614080905880042;0.3025944092935192
2.0;1505.2858714072595;594.7141285927411;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.24735706429637025;0.3025944092935192
2.0;1502.8680514576204;597.1319485423801;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.24856597427118982;0.3025944092935192
2.0;1500.4648012100142;599.5351987899863;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.24976759939499288;0.3025944092935192
2.0;1498.076001523516;601.9239984764846;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.25096199923824203;0.3025944092935192
2.0;1495.7015348822376;604.298465117763;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.25214923255888116;0.3025944092935192
2.0;1493.3412852518263;606.6587147481741;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.25332935737408685;0.3025944092935192
2.0;1490.9951380535322;609.0048619464684;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.25450243097323394;0.3025944092935192
2.0;1488.6629801598442;611.3370198401564;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2556685099200779;0.3025944092935192
2.0;1486.3446999206049;613.6553000793957;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2568276500396976;0.3025944092935192
2.0;1484.0401872510702;615.9598127489302;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.25797990637446494;0.3025944092935192
2.0;1481.7493333328266;618.2506666671738;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.25912533333358667;0.3025944092935192
2.0;1479.4720306863023;620.5279693136981;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.26026398465684886;0.3025944092935192
2.0;1477.2081731517223;622.7918268482782;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2613959134241388;0.3025944092935192
2.0;1474.9576558625529;625.0423441374476;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.26252117206872355;0.3025944092935192
2.0;1472.7203752204955;627.279624779505;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.26363981238975226;0.3025944092935192
2.0;1470.4962288786776;629.5037711213228;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.2647518855606612;0.3025944092935192
2.0;1468.285115828268;631.7148841717321;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.265857442085866;0.3025944092935192
2.0;1466.0869362597045;633.9130637402958;1394.8111814129616;705.1888185870387;56200.04361186813;1276.609347303354;0.0002;27.910835747241656;0.26695653187014773;0.3025944092935192
