,t,p,ph,q,s,ewe,na,k_,li,rb,mg,ca,sr,mn,fe,ni,cu,zn,cd,hg,al,sn,pb,b_,si,as,f_,cl,br,nh4,hco3,so4,E3,cu_3,as_3,sr_3,pb_3,al_3,zn_3,li_3,ni_3,cd_3,E4,H4,E5,ni_5,zn_5,as_5,rb_5,sr_5,mn_5,al_5,li_5,f__5,cu_5,pb_5,br_5,hg_5,fe_5,cd_5,b__5,E6,E
10,155.17568849109637,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.07936157005269079,0.03826432773520891,9.579465769444187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.311202648301584,3.0,-0.09109973227816331,0.01159503624810314,2.325022910631108,0.6349086293061664,1.210629883254089,103.49975143184852,17.092528506613444,0.2233773291012039,29.882249226048934,11.133336557097225,0.005262468636914797,0.6315203282494731,89.14288151618653,1.064938560231654e-06,38.39785064673804,0.00708934200635234,41.545745478058194,0.08781479888826325,1.228556144858993
11,174.2260317944825,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.12443537013003625,0.036220424445465804,10.127930371828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8138361903318576,3.0,-0.9853590403955905,0.01627854718829305,1.9063444677722183,0.30619268671645533,0.9130440440037024,322.00867748557016,15.321338784156806,0.23173848681616996,65.95738241054562,31.624149608693187,0.004364805811950354,0.29010131071194883,100.4734172225035,0.0001705177949919592,3.019345371641031,0.011115953758174675,26.772853912522883,0.08791809371140227,0.7919598735176331
12,152.91887326684935,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.09784692725460264,0.037599920737151994,9.70904898345431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2541258697355073,3.0,-0.43448025417808006,0.025691773835500597,2.3879193447525626,0.3684618183869429,1.0872520010638633,269.65800060548196,14.842959640984352,0.23475386696830974,27.878989669718653,26.826240105885766,0.0004355685061015826,0.3577980558892777,181.76314838732165,2.541946920166405e-06,19.253481767472596,0.027289242265154365,26.809377297722516,0.08779947702777642,0.8095981653306011
13,157.21006755152814,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.14063466809983188,0.036837523104652464,9.44314151877274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3629087760432397,3.0,-0.8957384750619415,0.04479217833502962,1.6483784770708803,0.3582795328517562,0.7069846468279162,229.5670666700721,17.555217001178605,0.23404519778406155,65.03786341156429,14.059742696003413,0.00420082627139285,0.10613463954090736,166.77888433451457,0.0004502932468949224,15.85652723658466,0.012231402336445953,39.57777707197184,0.08783394436312798,0.41436957724459433
14,161.0075467526393,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.13569146702747392,0.036501565993568755,10.262167828192375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4625700786088927,3.0,-0.3004275616715312,0.01205652565644858,1.4761944147816377,0.22562623544340793,0.43747728459417357,275.83687582085423,12.012979425840747,0.23496022928919397,58.04518773466712,9.271762076188722,0.004281193576622954,0.48344072257410603,138.48784792453282,0.00014859532300655608,34.92803530878393,0.02975825829302487,6.919216000871582,0.08784925527083522,1.1143003051807228
15,150.58478286062976,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.10037995664387031,0.03651643133741837,9.528427890414857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1935767385975324,3.0,-0.13543998495005163,0.024782789368718836,2.3769778674050035,0.7010600474324084,1.271477491106107,165.00087946207762,13.04211517532156,0.23305310350408615,65.839260789483,6.954223958981577,0.00019249695284403006,0.1267736869909768,12.629438599930134,0.0003578572155362277,18.490989172211577,0.008310064370986098,33.97314175051831,0.08781862859183147,1.045575425595442
16,164.65283821397915,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.09626352867960775,0.03536762867524468,9.740595462395728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5600491140835688,3.0,-0.849107222740756,0.04513936282843816,1.2908058461612437,0.4515869959626037,1.2837010026499702,365.4815632017401,15.693505107818574,0.2330224681032879,64.93706308067854,34.194393785632,0.004812544014558154,0.22557767455266522,79.37143480144037,0.00036151030802897684,63.660757735523404,0.02726242979903634,5.736895437271339,0.08786456132184343,0.7025429239850484
17,155.48084675458347,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.11837669952227106,0.03965082757057792,9.177840707610496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3194100960510375,3.0,-1.1340292080296173,0.019352054428760656,0.9893821572783321,0.6109733039516546,0.5351107845301704,109.79052336267232,12.871704039423193,0.23356260433289538,61.9737043512199,17.76658717832225,0.002674153279031825,0.6296923972741285,184.21109790533148,0.0003041376969265351,69.58415133847218,0.008131141688884319,38.12618224334927,0.08781862859183147,0.15482281709098072
18,170.43718170222968,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.1196821826252774,0.036015086370925424,9.859808646949103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7140447650611472,3.0,-0.13062248706553206,0.04536409113719822,2.315317084903106,0.439373825830081,1.3131573660648024,129.0961430630071,14.256377007501857,0.23151197095082096,60.02896889883202,21.784677976912334,0.00449323658057059,0.41973826141367054,5.647757743401506,0.0002462264461906953,20.56186127409025,0.014804288264606986,11.298226396754476,0.0878989822148834,1.5516390775852211
19,164.3535269870279,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.12435541659782633,0.03810663658840631,9.594327166777099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.551059010497252,3.0,-1.2544634141812128,0.03289339927360148,1.3118437311470308,0.5203782034232006,1.242099513576932,316.73465782545907,12.105310785138562,0.23476500057722788,62.58936873008937,4.111101490189614,0.004858074496591154,0.4341130468153622,3.144967949624328,0.00020831230544902146,18.72338279675208,0.02037339713314343,7.655163944544594,0.08786456132184343,0.2601047410400564
20,171.07848079684652,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.08683270479140619,0.03789301079781919,9.773116629867094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7298610061200521,3.0,-0.2789208911724858,0.027507903631462438,1.682384266095755,0.5875314612984783,0.13629694004976367,100.58197911957153,14.900127931103505,0.23491635834959618,66.15708326439109,26.533404143192215,0.002846963557101107,0.20052138707547215,61.23591606230038,0.00030259217274764607,67.31815645926177,0.0054619714611445986,22.044261803023346,0.08790280524638054,1.4520102154025407
21,173.80275123369077,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.13606850337182627,0.03658325549807169,10.084575055351497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8031564842525414,3.0,-0.5564417186976132,0.03215156942440137,3.4378167312816137,0.3005465185198194,0.7885335934810348,367.5840681524217,13.349411229353864,0.1602243929093013,37.55983596318963,24.20292062973979,0.007087552951749611,0.6469572062569915,193.7740398591586,0.00027580200615939777,72.5724974353994,0.01572636561715077,21.574573055384448,0.08792573645544285,1.1985719986385448
22,148.4006440095362,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.1162382370782881,0.0347099352425486,9.96470431467853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1389285234056323,3.0,-0.3606197481824832,0.009851334062680586,2.9724905138370024,0.3964547086858668,0.5250917291354283,130.71319315044073,17.05890253935907,0.23496904814054959,57.66615216620312,4.491200421375231,0.0026018613644777345,0.5297446857968928,73.6048165031407,0.00024045963505119023,4.255694473240799,0.010882547253653113,22.691592156939212,0.08780330795004657,0.7498738460949075
23,167.6996663402913,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.1652627805667942,0.03742980382752419,9.40949846349898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6391134143248056,3.0,-0.8394137946181042,0.0481038415495188,2.9804351957681137,0.6039673304907548,1.3775339540550506,338.99147702969714,14.407470046999956,0.23497461473387307,61.12715415259785,3.804183192351769,0.0022482025962130814,0.14751004968558512,106.41295352343629,0.0003348686528100492,69.85491387919463,0.011960773034223158,7.035581192459093,0.08787986252301834,0.7223167016629257
24,153.52002482956524,6.002698748778989,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.14407649372184167,0.03776447325316977,9.324898747671712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2669711143070879,3.0,-0.24819364218396808,0.03177903589180525,3.1750374701986397,0.6828545817289626,1.1613423599261388,323.0467412988295,16.44518592207718,0.22716710258510134,53.965973577285574,33.916645500512665,0.002920046030501484,0.16735402200235733,154.05492889484208,0.0004882886521050605,25.36333158271983,0.02248557318227406,20.426124711837822,0.08782628708585928,0.9625272654871373
