,t,p,ph,q,s,ewe,na,k_,li,rb,mg,ca,sr,mn,fe,ni,cu,zn,cd,hg,al,sn,pb,b_,si,as,f_,cl,br,nh4,hco3,so4,E3,cu_3,as_3,sr_3,pb_3,al_3,zn_3,li_3,ni_3,cd_3,E4,H4,E5,as_5,rb_5,li_5,sr_5,al_5,ni_5,zn_5,mn_5,cu_5,fe_5,b__5,pb_5,br_5,hg_5,cd_5,f__5,E6,E
0,159.0,5.494639490341131,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.15261426344680637,0.037806969414781164,9.744552964152533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110559781318,3.0,-0.14548008948975844,0.5249686212550649,1.6418603128031533,64.11911207817396,202.93901792347157,0.2200571252898277,0.04660755028883162,2.9960086170373756,11.999960073725346,0.0018177571306467312,75.12538760822041,6.517835203186632,0.12775031553052862,138.55078195562263,0.0003126940253591058,0.00674232974503126,29.679782093913488,0.08783011587653451,1.2007917410717694
1,159.0,6.382442339166439,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.12309027247626843,0.036643134398182745,9.774704681930427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110559781318,3.0,-0.23592493785676527,0.42093345181484537,0.3263310867855186,65.93026694253365,146.94395355350213,0.23498465628069584,0.0315485546803298,2.9182798451599417,16.04839424938961,0.0009601896907041796,33.528393864185446,6.863130751019625,0.11270219485289679,201.12668384029163,0.0004234961409372859,0.011082768383227373,20.979314946830478,0.08783011587653451,1.1398708836753007
2,159.0,5.598334987147415,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.10818961603664518,0.03964318393964429,9.847690323007289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110559781318,3.0,-0.31982251895838537,0.3524992194488913,1.6705306200706953,58.93054649497449,256.28709557956256,0.2348661947868705,0.03810771176620635,3.2375790476452058,15.314727363892777,0.0007088411550769116,25.145329539866594,29.727723629215454,0.09078342992451374,12.20788739251871,0.0004526675288664111,0.028461514895956743,26.124087590689292,0.08783011587653451,1.0708739590133038
3,159.0,6.431131176592254,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.10436271715213526,0.03787563672902146,9.37802629879442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110559781318,3.0,-0.13103034524307478,0.3676582958545839,0.43048183211963403,27.495658150997812,104.5726677516001,0.23441131458837808,0.033166412255033625,2.1835022333905183,16.67408246829523,0.003248270540493096,9.60735249445185,17.238436467933504,0.47429802586845493,187.60868066472125,1.103573173999095e-05,0.026594544569093728,3.6922773267967863,0.08783011587653451,1.2634930316131243
4,159.0,5.518660966411542,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.12154657684043113,0.03757578579453979,10.906884653169609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110559781318,3.0,-0.14494898611511187,0.17402600200549717,1.6871420033914577,46.23909869003415,311.27186172335587,0.23007139414285113,0.018237771191997966,1.712221662357507,12.746524283103065,0.004902218198524064,74.18029124508371,12.678488788972722,0.500135488468288,3.211726238586498,0.00013459428621257792,0.019159689116858284,5.009340223785272,0.08783011587653451,1.2323905310527914
5,159.0,5.688733010092614,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.15940069690370343,0.03490517492437622,10.740823190235014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110559781318,3.0,-0.174502777563877,0.22916015686275812,1.2235694086503,58.01553873523788,282.0019386594007,0.22970388423510418,0.01960479679428156,2.3601817671599252,13.562779638753941,0.005860219552242612,28.340329716989743,23.127366428344434,0.38205250971888954,94.66090670991977,0.00039497353867494456,0.021647173504467578,17.193723486191974,0.08783011587653451,1.164982619540754
6,159.0,6.362786316248311,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.13830812527440162,0.03787145117546052,9.834214424621944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110559781318,3.0,-0.09898387074583714,0.5565267717308912,0.6016685443034873,65.89673146170878,338.30177990682307,0.0634511534301392,0.026629950975116466,2.13128189342884,15.581048421483507,0.0036624361384156607,43.964767406946976,6.026969816645335,0.3850249680472231,59.776852053148225,0.0001954069576232822,0.001243611676393359,6.750041795891854,0.08783011587653451,1.2615940979880955
7,159.0,6.480027644703301,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.11368027368271336,0.039238408224285884,9.624974065524304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110559781318,3.0,-1.0839020865040214,0.6016159714417727,1.4542260965864298,58.74080596394661,223.07580465848514,0.23438302321796253,0.043247872832809564,2.0919095776227636,18.49858465006211,0.0030503964645989465,31.713864440334646,20.789207168900205,0.602366991962056,97.97621677852139,0.00044511668198973466,0.025476772335084916,30.262307584941816,0.08783011587653451,0.30130373382159964
8,159.0,5.576128956596502,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.11804231957663999,0.03671080373737456,9.849680001098925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110559781318,3.0,-0.6852079217539159,0.4570114936848673,0.6374277030511488,46.98001443699465,219.77334515679075,0.23467217589041786,0.020523525354575935,1.571605780308078,13.303055724132323,0.0006210667694299792,65.00098472547761,13.216173390357689,0.5878639216995277,194.67918755864878,0.00024606549858002553,0.028654991163064785,11.252741356182804,0.08783011587653451,0.6956358526777786
9,159.0,6.491542385709529,5.275,40.0,102.75,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.10531522703041557,0.03590880962323116,9.85872516440535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110559781318,3.0,-0.17899800232227028,0.5519582157714842,0.903438886377239,54.565408639243174,363.93481667401517,0.23056314794010135,0.024127002960025165,2.4585621183351876,11.671790537198877,0.001314917907202713,34.09662762833537,23.96995945013904,0.6432499780565528,141.36098702553886,0.0004288126519766152,0.01566322918967536,23.71536803854019,0.08783011587653451,1.2145728646556484
