,t,p,ph,q,s,ewe,na,k_,li,rb,mg,ca,sr,mn,fe,ni,cu,zn,cd,hg,al,sn,pb,b_,si,as,f_,cl,br,nh4,hco3,so4,E3,cu_3,as_3,sr_3,pb_3,al_3,zn_3,li_3,ni_3,cd_3,E4,H4,E5,al_5,li_5,as_5,ni_5,mn_5,zn_5,sr_5,rb_5,cd_5,cu_5,br_5,hg_5,pb_5,f__5,fe_5,b__5,E6,E
0,159.0,6.002698748778989,5.275,40.0,103.03502209961117,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.12073099919845298,0.038041732500155745,9.844475867698296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4106876523739997,3.0,-1.988999592200402,0.22494328369857006,54.27821715896376,0.5251850900780938,0.016129333666742702,14.269340797751232,1.9133526291437484,147.6347362254327,1.6158676602029356,0.013322022500867687,0.0015500767710471314,184.1620755414145,6.86975757576912e-05,0.10680616693232511,11.792863581219537,53.46062826772493,34.500396979499726,0.08805024059423752,-0.6109926984306179
1,159.0,6.002698748778989,5.275,40.0,97.33995885375165,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.10287933420680613,0.03936498126679317,9.814824484642775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4144478341993998,3.0,-0.42005279580303406,0.23391605130135656,41.32035758095064,0.3569573264255923,0.008114957272361735,12.18838065575081,1.4847009549548311,319.1835132337356,1.5150518198938872,0.026923027514361684,0.0019969673503176803,16.742089611008225,0.00033399065368600473,0.6418051971477151,15.226525989585326,58.696104082587524,30.708112151684844,0.08355966334814133,0.975075367537701
2,159.0,6.002698748778989,5.275,40.0,98.82354171699085,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.1180735671586941,0.0375000072733223,9.949283209949254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4132616191693999,3.0,-0.48911578311880655,0.22888988714592362,15.668649067522349,0.38770091661454786,0.03448005309295623,15.388623749321518,3.061297586388544,122.78714290933627,0.6343794061913579,0.025003828983637587,0.0006771482772159787,32.70818255645016,7.671312295424071e-05,0.08740440555301643,20.244105678609763,78.31083587647944,10.780575733100223,0.0847309783791974,0.8908032472710966
3,159.0,6.002698748778989,5.275,40.0,94.3455653864469,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.1396461702349739,0.035820107049767125,9.91190573527111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4165358122915996,3.0,-0.40461564496786395,0.23376855074520875,59.76929341527837,0.387286042190002,0.013312962477121276,15.204131659659348,2.4203491719821724,348.92505670872214,0.9761552508332815,0.012394827135684409,0.0016567477591095418,78.3490040899751,8.205788107222062e-05,0.4485087540364205,16.88013293045715,63.95534068239876,22.12239681528179,0.08117823675266594,0.9534522338414277
4,159.0,6.002698748778989,5.275,40.0,97.57671383275644,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.10265433375532759,0.03847526806094177,10.110651365989046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4137138187171998,3.0,-0.7142481976098304,0.22498765034742457,47.123417923552346,0.2413780582874296,0.010617632622859186,17.155728760962177,2.41403241944637,153.4703661256233,1.485667165318961,0.010670401110373729,0.004393252285901254,201.35618913120322,0.00035584417697963886,0.6020340695186731,15.288198975343649,79.55934949896812,17.583132892990324,0.08374380638860132,0.6805550937406432
5,159.0,6.002698748778989,5.275,40.0,98.27602689356549,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.10052854507662433,0.03663513590880964,9.945031361841059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4148250266149998,3.0,-1.2728675934237745,0.23428834323931416,53.96237142760397,0.27775778090931313,0.02710228220197134,18.213632751139148,2.4629278797353984,190.27788220454326,0.4725022167329792,0.025024981365608802,0.005857884833811176,169.0308391165507,0.0004646582168591535,0.5358076213707479,28.749008841263834,52.905197637706884,16.59777602078515,0.08429415003491963,0.12572303814952063
6,159.0,6.002698748778989,5.275,40.0,103.83426794639207,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.13183764448158547,0.03686948977880787,9.651925469798002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4109583250762996,3.0,-0.6239746964465658,0.23465532043454235,56.458871505409284,0.42527972726427343,0.008774923680400908,16.746018911645606,1.8481795970690704,212.85180760729486,1.2496859103873905,0.01378001265836583,0.005758046288711865,127.6246158756879,0.00019162068292673674,0.05619263680826203,7.481267189454521,77.05615608442464,8.651019732800185,0.08868163149592079,0.7438276156440692
7,159.0,6.002698748778989,5.275,40.0,100.33057302846586,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.1104349747320764,0.03736062559065707,8.71346611082434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4119778709035997,3.0,-0.11946607673861126,0.23323409449056723,66.0634045088682,0.5974724584465223,0.04715518352482117,16.903669411992812,3.241772619398358,330.12989562352186,0.5943514800177647,0.002748651424127617,0.0001801624508675454,199.4883004204199,0.00024536360116293027,0.48382647928868133,3.9659209846345087,28.897222914310024,35.74732013185774,0.08592503227650806,1.2680018517094203
8,159.0,6.002698748778989,5.275,40.0,110.81315133636372,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.13883150563233823,0.03704375564337893,9.624980349039445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043621307715999,3.0,-0.3425466904329243,0.16126693489856642,65.67395742898503,0.44890927482818577,0.012048485627761441,13.80367371393227,1.0476488714684584,96.31160193723804,0.9053424151695045,0.0016362853010043277,0.0004977568217429785,40.67849152534889,3.433850356191992e-05,0.08643886932661617,15.356279628592196,17.20298219182244,0.7028312179122846,0.09413839322592081,1.0171223279322583
9,159.0,6.002698748778989,5.275,40.0,111.33952851140982,0.35,27325,3845.0,165.5,20.5,90.5,8132.5,442.5,20.2,89.75,0.057,0.044,3.68,0.03,0.0005,0.235,3.68,0.65,44.3,51.35,11.475,35.5,62155.5,205.0,41.0,294.78,143,-0.11415379372471773,0.03796366064098508,9.775454527442925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4058121887809996,3.0,-0.3978451329304375,0.2240928452397127,65.85691266594418,0.281298443721731,0.04707943734333384,11.752606902351873,3.4808442693027177,290.94988121033225,0.21955510383671764,0.011200072668617795,0.0019147197832223924,114.71127146843328,0.00022341858038627888,0.6167939357499767,1.388516918123944,9.719446836426206,28.024273353648965,0.09454371259109406,0.9883569747169384
