,t,p,ph,q,s,ewe,co2,na,ca,mg,cl,au,ag,co,zn,li,cu,pb,ni,cd,ti,mo,mn,ba,se,sr,sb,al,as,E3,cu_3,au_3,as_3,sb_3,E4,H4,E5,mn_5,zn_5,al_5,sr_5,ni_5,as_5,li_5,ba_5,E6,E
0,140.76266646363575,5.982683691509753,4.8922165938320825,161.9154919696634,29.348739927835933,0.35,2287.6199107427233,49993.1619946675,1365.8091558464334,7.01164978275168,102430.21865205465,0.015160050224525809,0.08607959918093314,0.014056677942531574,11.199014556532498,0.3981782499923251,2.1071266535834763,0.9708774306849196,0.5460851454600771,0.17301259477229067,0.008219387103158825,0.053074467621693815,0.3236316832570446,0.2566188308916284,0.01573030147515287,0.1247486799450987,0.013818126004014256,0.11836217041241258,0.9328392774970176,4.847652003773613,0.0,1.1108085506416773e-06,8.007134247005551e-05,9.619211349177154e-07,1274.6557062318784,6.653423,-0.008665009036184362,3.3255393090677785e-05,0.000796771825338003,1.8864619825430247e-05,8.299316422287955e-06,2.5122184822086127e-05,2.30806747389702e-05,2.431744661567076e-06,1.9459181584471588e-05,0.10969524676305296,1279.604388473379
1,147.74268898911615,4.21011931117717,4.79473319443145,175.16426354574813,29.909734340047557,0.35,1271.551514197262,51082.449951451395,1457.6763994538946,10.073005018801249,105171.50552766222,0.01475529291190325,0.062284523482428536,0.011318957905178872,15.037431804210684,0.11814187329003463,1.7860420770658179,1.6387538263536823,0.5449721209483092,0.48323065924918157,0.008267649781026705,0.05262144591828296,0.9337869337042081,0.34058125173947423,0.01761998635772299,0.8146777068795431,0.01111875403831524,0.6722420853729641,0.8766057293455443,5.683142296811341,0.0,1.2267650054382244e-06,8.59864285150341e-05,9.245833629423327e-07,1623.2578217042192,6.8,-0.020780960388659953,0.00011771252679020059,0.0018358500930424591,0.00011768561272417681,8.286626702625685e-05,2.4517574786581882e-05,1.719947344872768e-05,5.323598416975007e-07,4.434768327088909e-05,0.12246880876933779,1629.0426518494112
2,135.2746902863586,6.363644783745937,4.875172918057037,167.39255060019698,29.24434897305531,0.35,2203.32029876464,50848.922575880184,1426.561481267554,9.56634171629801,100535.67720318872,0.010096271054088606,0.06152677331030221,0.01138012052094121,10.898083965074942,0.5717721326974504,0.8469799644208346,0.4912583358917245,0.5782675013497183,0.07428542089053361,0.008287531115649244,0.05833786094725413,0.18878554917929885,0.7564646887157609,0.01306428140366889,0.8788310451556426,0.006407147743267023,0.48852475415033336,0.8708335812692649,4.786698170420112,0.0,8.095437559276724e-07,6.991790313950578e-05,6.113672179370989e-07,1160.9872167372005,6.8,-0.030395126355911475,2.5015241632627783e-05,0.0015113793825350045,8.172879747171955e-05,7.246076908678825e-05,8.316898841457286e-05,2.533609209748165e-05,7.440636581275556e-07,6.622654728536179e-05,0.11304464865944608,1165.8565644299242
3,133.85542975316142,5.900212006979527,4.749057291384715,194.19395817048903,29.087174687289654,0.35,2239.4892756511326,50646.830802530974,1355.641700827554,10.066531763558613,100908.36943617632,0.006533944484399834,0.04035853892574648,0.012071321953303162,8.0358883077033,0.7087397762015781,2.0924643435040418,0.39536107111815444,0.5572783240955613,0.3056852973669808,0.00823207831168366,0.04793533221225939,0.20705362568333585,0.3228177414907085,0.0148966977619957,0.24884925209620054,0.0113493877738809,0.40401148248828256,0.6027164604227461,3.7835832581192657,0.0,6.099878159160309e-07,6.247282121952704e-05,1.079473846279826e-06,1339.693560004908,6.8,-0.010934225976159284,3.0192869147587507e-05,0.0008951452771977131,7.797250998485676e-05,2.3385869068336996e-05,5.2337436742057894e-05,9.274697215964807e-06,3.178765335156789e-06,5.1026581516876925e-05,0.13825640587031726,1343.6044654429215
4,136.75192712635948,4.652929024190547,4.618700136980176,182.69517520645326,29.10766731638653,0.35,1039.9999265158372,50192.78518771426,1520.1058733627858,10.007927733195562,105698.92231880267,0.02022184288716328,0.03808441569897229,0.010327185902787334,13.793082789708926,0.6829964624103321,2.581820296882404,0.5742315106259573,0.3284714366957865,0.3645156939685486,0.008292027093922657,0.05516065126365148,0.46044005023908696,0.9031237925583707,0.017203762295713777,0.3123668436045106,0.011186389662126886,0.5606745684215664,0.764276500917114,4.728844859384978,0.0,1.8271308964719846e-06,6.911820733213826e-05,9.6406759314234e-07,1338.1101959727564,6.8,-0.0065350688757099895,5.3355711400188764e-05,0.0010104920278487665,0.00010240095882180771,3.409953446199044e-05,1.2642426215335256e-05,2.0047890137125318e-05,5.336596641187446e-06,0.00010526850740690703,0.12919812662956287,1342.961703889895
5,142.57079610680285,4.497544731565803,4.606674737013736,193.90721326591486,29.98908684708252,0.35,834.458370450555,50958.05750127419,1368.5750545346405,8.241051432755093,101248.10384003274,0.00800036300938809,0.0997689167982302,0.01368870042850424,16.913504634316983,0.9522756788044243,1.9141895383315142,0.6452002621725546,0.3989563842980882,0.3360507711732991,0.008209044000095315,0.07291903468463258,0.5751815957345159,0.7628421451527396,0.014784971893992294,0.8124033468215365,0.01118471971139433,0.8723438527952084,0.6423976186692242,3.7946427633887474,0.0,8.539506780553579e-07,5.8335114171205696e-05,1.0284840013259498e-06,1641.1611470220985,6.8,-0.008917147588815164,7.732174860323577e-05,0.0008828462796067804,0.00016849134625571998,0.00012095607612640426,5.153538864199552e-05,1.224995892582657e-05,6.579884651356728e-06,9.283720714851624e-05,0.1379642330481225,1645.0848368709464
6,160.44828052384148,4.208715563839464,4.781652500216147,172.13747586481634,30.048026817203414,0.35,1910.3594861559711,51933.446304720725,1376.9740719029953,7.190352965612276,102618.4651915514,0.010068159749038897,0.06673983086930957,0.013345773573867528,9.789388418037376,0.7109609290922843,1.1184668922814072,0.4328881799297505,0.10852047315038091,0.17076613206360516,0.008201393061757292,0.05789802361231068,0.7208988058396483,0.7118201473219841,0.014336638567767387,0.9538136426619841,0.013980847409397142,0.575980244499019,0.5111406901051315,2.6627477388063863,0.0,7.622242303808794e-07,4.0527723008336665e-05,1.3191706928036123e-06,2010.5105806673148,6.8,-0.004513832988508273,8.10829019345194e-05,0.0007618936220439618,9.909908218198844e-05,5.5154266751948364e-05,8.79707346870844e-06,8.665711586752063e-06,5.576318099899279e-06,6.424834624671108e-05,0.11873797602569298,2013.2875525491581
7,123.53071364235903,5.36152128755272,4.833550823323857,186.32655438111448,29.54468776309431,0.35,1562.9991538654515,51941.97163882665,1417.0063150992498,11.563335408388818,101661.19729049475,0.012824422524212717,0.11157489728476964,0.013030311090869657,14.330355042136201,0.4976348724614751,1.5833526807890088,1.3331891643306197,0.21403121651426243,0.20510900928124795,0.008249688023093988,0.06700335857447341,0.35385286460925214,0.45493063862388594,0.013936000578437082,0.7421440102615274,0.012582154261849464,0.11208519388376728,0.45923054814638653,3.1193671673570993,0.0,1.2357475605056406e-06,4.316523005857791e-05,1.278365813768412e-06,944.2726836332855,6.8,-0.020207117296596543,4.0501246865944005e-05,0.001562611332737855,2.083202465051446e-05,0.00010382948005584222,3.353542783223985e-05,7.529212092002571e-06,4.943212171903053e-07,6.380632534571591e-05,0.13368054397994628,947.505524227326
8,154.22659422661957,6.005182232801062,4.658020883265298,174.06854634187562,30.680061924256446,0.35,2350.491015389516,50100.069213731396,1413.9330993060846,7.609697533945631,100893.90224448731,0.019653989760843822,0.10350792100724736,0.011432244893147477,13.916940341170594,0.9001526304135927,1.924343455119011,1.692670245724603,0.5271609979894591,0.09072550747405761,0.008256934955320195,0.05645669637035507,0.42963940232704534,0.24551773181477515,0.012055717575427378,0.42648521504841086,0.008469314919950812,0.6118251766270069,0.2778147491928714,1.630013772913963,0.0,1.7032371015180162e-06,2.320001179843862e-05,6.662341343770107e-07,1827.3175674533347,6.8,-0.02299263854114287,6.410040383899583e-05,0.0016659253336949035,0.00010643810081435326,3.378567388571387e-05,3.2408586725966415e-05,7.645552762137703e-06,9.158341066564816e-07,2.953546415419664e-05,0.11763341566416273,1829.0422220033718
9,133.30167558244275,5.11912420537502,4.704949937502646,184.56344643304755,29.828490902964266,0.35,1164.5762982231884,50129.26914956017,1406.6119682714452,10.162683350247828,103989.13263743471,0.007192486444018355,0.04029510329116442,0.01413659507470191,16.219028255051693,0.24166352254452586,1.036470315947394,0.3663023244947536,0.3903618226195317,0.07516429038062265,0.008223521985865914,0.05686179827442374,0.6611586695785026,0.2884515652084611,0.01735394279703928,0.385302228781387,0.01345948887489143,0.8511278398089472,0.2456684103964473,1.6116112423496407,0.0,6.674679494744735e-07,2.2926153640675513e-05,1.2779051089796484e-06,1240.7053874288506,6.8,-0.014517766363876625,7.097209532978601e-05,0.002387764181555183,0.00015521470222180784,3.9835952591026615e-05,4.4581155322958534e-05,6.378850435684461e-06,1.2203038590463515e-06,2.5404419006995573e-05,0.13075098372893018,1242.4332318885652
